,Countries,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoveries,New Recoveries
0,ALA Aland Islands,0,0,0,0,0,0
1,Afghanistan,3392,0,104,0,458,0
2,Albania,832,0,31,0,595,0
3,Algeria,4997,0,476,0,2197,0
4,American Samoa,0,0,0,0,0,0
5,Andorra,751,0,46,0,521,0
6,Angola,36,0,2,0,11,0
7,Anguilla,0,0,0,0,0,0
8,Antarctica,0,0,0,0,0,0
9,Antigua and Barbuda,25,0,3,0,16,0
10,Argentina,5208,0,273,0,1524,0
11,Armenia,2782,0,40,0,1135,0
12,Aruba,0,0,0,0,0,0
13,Australia,0,0,0,0,0,0
14,Austria,15684,0,608,0,13639,0
15,Azerbaijan,2127,0,28,0,1536,0
16,Bahamas,92,0,11,0,26,0
17,Bahrain,3934,0,8,0,1860,0
18,Bangladesh,11719,0,186,0,1403,0
19,Barbados,82,0,7,0,47,0
20,Belarus,19255,0,112,0,4388,0
21,Belgium,50781,0,8339,0,12731,0
22,Belize,18,0,2,0,16,0
23,Benin,96,0,2,0,50,0
24,Bermuda,0,0,0,0,0,0
25,Bhutan,7,0,0,0,5,0
26,Bolivia,1886,0,91,0,198,0
27,Bosnia and Herzegovina,1987,0,86,0,928,0
28,Botswana,23,0,1,0,8,0
29,Bouvet Island,0,0,0,0,0,0
30,Brazil,126611,0,8588,0,51370,0
31,British Indian Ocean Territory,0,0,0,0,0,0
32,British Virgin Islands,0,0,0,0,0,0
33,Brunei Darussalam,139,0,1,0,131,0
34,Bulgaria,1778,0,84,0,360,0
35,Burkina Faso,729,0,48,0,555,0
36,Burundi,15,0,1,0,7,0
37,Cambodia,122,0,0,0,120,0
38,Cameroon,2265,0,108,0,1000,0
39,Canada,64693,0,4365,0,28184,0
40,Cape Verde,191,0,2,0,38,0
41,Cayman Islands,0,0,0,0,0,0
42,Central African Republic,94,0,0,0,10,0
43,Chad,170,0,17,0,43,0
44,Chile,23048,0,281,0,11189,0
45,China,0,0,0,0,0,0
46,Christmas Island,0,0,0,0,0,0
47,Cocos (Keeling) Islands,0,0,0,0,0,0
48,Colombia,8959,0,397,0,2148,0
49,Comoros,8,0,1,0,0,0
50,Congo (Brazzaville),264,0,10,0,30,0
51,Congo (Kinshasa),797,0,35,0,92,0
52,Cook Islands,0,0,0,0,0,0
53,Costa Rica,761,0,6,0,428,0
54,Croatia,2119,0,85,0,1601,0
55,Cuba,1703,0,69,0,1001,0
56,Cyprus,883,0,15,0,296,0
57,Czech Republic,7974,0,262,0,4205,0
58,Côte d'Ivoire,1516,0,18,0,721,0
59,Denmark,9938,0,506,0,7493,0
60,Djibouti,1124,0,3,0,755,0
61,Dominica,16,0,0,0,14,0
62,Dominican Republic,8807,0,362,0,1960,0
63,Ecuador,31881,0,1618,0,3433,0
64,Egypt,7588,0,469,0,1815,0
65,El Salvador,633,0,15,0,219,0
66,Equatorial Guinea,439,0,4,0,13,0
67,Eritrea,39,0,0,0,30,0
68,Estonia,1713,0,55,0,264,0
69,Ethiopia,162,0,4,0,93,0
70,Falkland Islands (Malvinas),0,0,0,0,0,0
71,Faroe Islands,0,0,0,0,0,0
72,Fiji,18,0,0,0,14,0
73,Finland,5573,0,252,0,3500,0
74,France,172465,0,25772,0,53022,0
75,French Guiana,0,0,0,0,0,0
76,French Polynesia,0,0,0,0,0,0
77,French Southern Territories,0,0,0,0,0,0
78,Gabon,397,0,6,0,93,0
79,Gambia,17,0,1,0,9,0
80,Georgia,610,0,9,0,269,0
81,Germany,168162,0,7275,0,139900,0
82,Ghana,3091,0,18,0,294,0
83,Gibraltar,0,0,0,0,0,0
84,Greece,2663,0,147,0,1374,0
85,Greenland,0,0,0,0,0,0
86,Grenada,21,0,0,0,13,0
87,Guadeloupe,0,0,0,0,0,0
88,Guam,0,0,0,0,0,0
89,Guatemala,798,0,21,0,86,0
90,Guernsey,0,0,0,0,0,0
91,Guinea,1856,0,11,0,597,0
92,Guinea-Bissau,475,0,2,0,24,0
93,Guyana,93,0,10,0,27,0
94,Haiti,101,0,12,0,10,0
95,Heard and Mcdonald Islands,0,0,0,0,0,0
96,Holy See (Vatican City State),12,0,0,0,2,0
97,Honduras,1461,0,99,0,132,0
98,"Hong Kong, SAR China",0,0,0,0,0,0
99,Hungary,3111,0,373,0,759,0
100,Iceland,1799,0,10,0,1750,0
101,India,52987,0,1785,0,15331,0
102,Indonesia,12438,0,895,0,2317,0
103,"Iran, Islamic Republic of",101650,0,6418,0,81587,0
104,Iraq,2480,0,102,0,1602,0
105,Ireland,22248,0,1375,0,17110,0
106,Isle of Man,0,0,0,0,0,0
107,Israel,16310,0,239,0,10637,0
108,Italy,214457,0,29684,0,93245,0
109,Jamaica,478,0,9,0,57,0
110,Japan,15253,0,556,0,4496,0
111,Jersey,0,0,0,0,0,0
112,Jordan,473,0,9,0,377,0
113,Kazakhstan,4422,0,30,0,1408,0
114,Kenya,582,0,26,0,190,0
115,Kiribati,0,0,0,0,0,0
116,Korea (North),0,0,0,0,0,0
117,Korea (South),10810,0,256,0,9419,0
118,Kuwait,6289,0,42,0,2219,0
119,Kyrgyzstan,871,0,12,0,614,0
120,Lao PDR,19,0,0,0,10,0
121,Latvia,900,0,17,0,464,0
122,Lebanon,750,0,25,0,206,0
123,Lesotho,0,0,0,0,0,0
124,Liberia,178,0,20,0,75,0
125,Libya,64,0,3,0,24,0
126,Liechtenstein,82,0,1,0,55,0
127,Lithuania,1428,0,48,0,718,0
128,Luxembourg,3851,0,98,0,3452,0
129,"Macao, SAR China",0,0,0,0,0,0
130,"Macedonia, Republic of",1539,0,88,0,1057,0
131,Madagascar,158,0,0,0,101,0
132,Malawi,43,0,3,0,9,0
133,Malaysia,6428,0,107,0,4702,0
134,Maldives,617,0,2,0,20,0
135,Mali,631,0,32,0,261,0
136,Malta,484,0,5,0,407,0
137,Marshall Islands,0,0,0,0,0,0
138,Martinique,0,0,0,0,0,0
139,Mauritania,8,0,1,0,6,0
140,Mauritius,332,0,10,0,320,0
141,Mayotte,0,0,0,0,0,0
142,Mexico,27634,0,2704,0,17781,0
143,"Micronesia, Federated States of",0,0,0,0,0,0
144,Moldova,4476,0,143,0,1658,0
145,Monaco,95,0,4,0,82,0
146,Mongolia,41,0,0,0,13,0
147,Montenegro,324,0,8,0,261,0
148,Montserrat,0,0,0,0,0,0
149,Morocco,5408,0,183,0,2017,0
150,Mozambique,81,0,0,0,21,0
151,Myanmar,161,0,6,0,50,0
152,Namibia,16,0,0,0,8,0
153,Nauru,0,0,0,0,0,0
154,Nepal,99,0,0,0,22,0
155,Netherlands,41319,0,5204,0,0,0
156,Netherlands Antilles,0,0,0,0,0,0
157,New Caledonia,0,0,0,0,0,0
158,New Zealand,1489,0,21,0,1332,0
159,Nicaragua,16,0,5,0,7,0
160,Niger,770,0,38,0,561,0
161,Nigeria,3145,0,103,0,534,0
162,Niue,0,0,0,0,0,0
163,Norfolk Island,0,0,0,0,0,0
164,Northern Mariana Islands,0,0,0,0,0,0
165,Norway,7996,0,216,0,32,0
166,Oman,2903,0,13,0,888,0
167,Pakistan,24073,0,564,0,6464,0
168,Palau,0,0,0,0,0,0
169,Palestinian Territory,374,0,2,0,174,0
170,Panama,7731,0,218,0,859,0
171,Papua New Guinea,8,0,0,0,8,0
172,Paraguay,440,0,10,0,142,0
173,Peru,54817,0,1533,0,17527,0
174,Philippines,10004,0,658,0,1506,0
175,Pitcairn,0,0,0,0,0,0
176,Poland,14740,0,733,0,4655,0
177,Portugal,26182,0,1089,0,2076,0
178,Puerto Rico,0,0,0,0,0,0
179,Qatar,17972,0,12,0,2070,0
180,Republic of Kosovo,856,0,26,0,490,0
181,Romania,14107,0,864,0,5788,0
182,Russian Federation,165929,0,1537,0,21327,0
183,Rwanda,268,0,0,0,130,0
184,Réunion,0,0,0,0,0,0
185,Saint Helena,0,0,0,0,0,0
186,Saint Kitts and Nevis,15,0,0,0,12,0
187,Saint Lucia,18,0,0,0,15,0
188,Saint Pierre and Miquelon,0,0,0,0,0,0
189,Saint Vincent and Grenadines,17,0,0,0,9,0
190,Saint-Barthélemy,0,0,0,0,0,0
191,Saint-Martin (French part),0,0,0,0,0,0
192,Samoa,0,0,0,0,0,0
193,San Marino,608,0,41,0,97,0
194,Sao Tome and Principe,174,0,3,0,4,0
195,Saudi Arabia,31938,0,209,0,6783,0
196,Senegal,1433,0,12,0,493,0
197,Serbia,9791,0,203,0,1971,0
198,Seychelles,11,0,0,0,8,0
199,Sierra Leone,225,0,14,0,54,0
200,Singapore,20198,0,20,0,1634,0
201,Slovakia,1429,0,25,0,762,0
202,Slovenia,1448,0,99,0,246,0
203,Solomon Islands,0,0,0,0,0,0
204,Somalia,873,0,39,0,87,0
205,South Africa,7808,0,153,0,3153,0
206,South Georgia and the South Sandwich Islands,0,0,0,0,0,0
207,South Sudan,58,0,0,0,0,0
208,Spain,220325,0,25857,0,126002,0
209,Sri Lanka,797,0,9,0,215,0
210,Sudan,852,0,49,0,80,0
211,Suriname,10,0,1,0,9,0
212,Svalbard and Jan Mayen Islands,0,0,0,0,0,0
213,Swaziland,123,0,2,0,12,0
214,Sweden,23918,0,2941,0,4074,0
215,Switzerland,30060,0,1805,0,25700,0
216,Syrian Arab Republic (Syria),45,0,3,0,27,0
217,"Taiwan, Republic of China",439,0,6,0,339,0
218,Tajikistan,379,0,8,0,0,0
219,"Tanzania, United Republic of",480,0,16,0,167,0
220,Thailand,2989,0,55,0,2761,0
221,Timor-Leste,24,0,0,0,20,0
222,Togo,128,0,9,0,77,0
223,Tokelau,0,0,0,0,0,0
224,Tonga,0,0,0,0,0,0
225,Trinidad and Tobago,116,0,8,0,103,0
226,Tunisia,1025,0,43,0,591,0
227,Turkey,131744,0,3584,0,78202,0
228,Turkmenistan,0,0,0,0,0,0
229,Turks and Caicos Islands,0,0,0,0,0,0
230,Tuvalu,0,0,0,0,0,0
231,US Minor Outlying Islands,0,0,0,0,0,0
232,Uganda,100,0,0,0,55,0
233,Ukraine,13184,0,327,0,2097,0
234,United Arab Emirates,15738,0,157,0,3359,0
235,United Kingdom,201101,0,30076,0,0,0
236,United States of America,1228603,0,73431,0,189910,0
237,Uruguay,673,0,17,0,486,0
238,Uzbekistan,2233,0,10,0,1577,0
239,Vanuatu,0,0,0,0,0,0
240,Venezuela (Bolivarian Republic),379,0,10,0,176,0
241,Viet Nam,271,0,0,0,232,0
242,"Virgin Islands, US",0,0,0,0,0,0
243,Wallis and Futuna Islands,0,0,0,0,0,0
244,Western Sahara,6,0,0,0,5,0
245,Yemen,25,0,5,0,1,0
246,Zambia,146,0,4,0,101,0
247,Zimbabwe,34,0,4,0,5,0
